"order_number","order_date","delivery_date","delivery_date","customer_key","store_key","product_key","quantity","revenue","cost","profit","delivery_delay_days","order_channel"
"1274000",2018-06-27,2018-06-27,,1421626,62,112,2,499.98,165.66,334.32,0,In-Store
"1274001",2018-06-27,2018-06-27,,591240,27,143,2,599.98,305.88,294.10,0,In-Store
"1274001",2018-06-27,2018-06-27,,591240,27,1399,1,32.99,15.17,17.82,0,In-Store
"1274001",2018-06-27,2018-06-27,,591240,27,1649,2,519.98,172.28,347.70,0,In-Store
"1274001",2018-06-27,2018-06-27,,591240,27,1370,1,47.44,21.82,25.62,0,In-Store
"1274002",2018-06-27,2018-06-27,,1130442,36,1594,3,29.97,15.27,14.70,0,In-Store
"1274003",2018-06-27,2018-06-27,,1192665,39,1600,7,405.16,186.34,218.82,0,In-Store
"1274004",2018-06-27,2018-07-02,2018-07-02,1947294,0,98,3,360.00,165.54,194.46,5,Online
"1274004",2018-06-27,2018-07-02,2018-07-02,1947294,0,568,3,1497.00,763.20,733.80,5,Online
"1274004",2018-06-27,2018-07-02,2018-07-02,1947294,0,424,7,1889.65,963.41,926.24,5,Online
"1274004",2018-06-27,2018-07-02,2018-07-02,1947294,0,32,2,510.00,168.98,341.02,5,Online
"1274005",2018-06-27,2018-06-27,,771348,29,496,2,358.00,164.64,193.36,0,In-Store
"1274005",2018-06-27,2018-06-27,,771348,29,634,6,14994.00,4967.82,10026.18,0,In-Store
"1274005",2018-06-27,2018-06-27,,771348,29,370,2,765.90,390.48,375.42,0,In-Store
"1274006",2018-06-27,2018-07-02,2018-07-02,1579793,0,123,1,279.99,128.76,151.23,5,Online
"1274007",2018-06-27,2018-06-27,,1036675,38,86,3,299.97,137.94,162.03,0,In-Store
"1274007",2018-06-27,2018-06-27,,1036675,38,1222,1,431.00,219.74,211.26,0,In-Store
"1274007",2018-06-27,2018-06-27,,1036675,38,1444,3,690.00,317.31,372.69,0,In-Store
"1274009",2018-06-27,2018-06-27,,1715326,65,1583,7,97.23,44.73,52.50,0,In-Store
"1274009",2018-06-27,2018-06-27,,1715326,65,1631,5,63.30,29.10,34.20,0,In-Store
"1274009",2018-06-27,2018-06-27,,1715326,65,2514,7,909.93,301.49,608.44,0,In-Store
"1274010",2018-06-27,2018-06-27,,1745312,55,1696,2,33.98,11.26,22.72,0,In-Store
"1274011",2018-06-27,2018-06-27,,1535726,65,454,8,2159.20,1100.80,1058.40,0,In-Store
"1274012",2018-06-27,2018-06-27,,408295,21,1777,3,129.00,65.76,63.24,0,In-Store
"1274013",2018-06-27,2018-06-27,,1081217,37,53,2,592.00,196.14,395.86,0,In-Store
"1274013",2018-06-27,2018-06-27,,1081217,37,317,1,319.00,162.64,156.36,0,In-Store
"1274014",2018-06-27,2018-06-27,,2038841,61,1592,1,17.99,8.27,9.72,0,In-Store
"1274015",2018-06-27,2018-06-27,,139479,5,300,2,438.00,223.30,214.70,0,In-Store
"1274015",2018-06-27,2018-06-27,,139479,5,2056,1,199.99,91.97,108.02,0,In-Store
"1274015",2018-06-27,2018-06-27,,139479,5,1465,1,199.00,91.51,107.49,0,In-Store
"1274016",2018-06-27,2018-06-27,,1041703,38,1482,1,239.00,109.91,129.09,0,In-Store
"1274017",2018-06-27,2018-06-27,,1292236,66,599,2,4590.00,1520.76,3069.24,0,In-Store
"1274017",2018-06-27,2018-06-27,,1292236,66,93,3,202.20,103.08,99.12,0,In-Store
"1274018",2018-06-27,2018-07-03,2018-07-03,1138092,0,990,2,376.00,172.90,203.10,6,Online
"1274019",2018-06-27,2018-06-27,,789837,30,355,2,727.00,370.64,356.36,0,In-Store
"1274020",2018-06-27,2018-06-27,,953917,42,1735,6,168.00,85.68,82.32,0,In-Store
"1274021",2018-06-27,2018-06-27,,1713595,45,117,1,169.99,86.67,83.32,0,In-Store
"1275000",2018-06-28,2018-06-28,,450600,19,1505,4,920.00,423.08,496.92,0,In-Store
"1275000",2018-06-28,2018-06-28,,450600,19,434,3,1797.00,826.38,970.62,0,In-Store
"1275000",2018-06-28,2018-06-28,,450600,19,2505,1,9.99,5.09,4.90,0,In-Store
"1275000",2018-06-28,2018-06-28,,450600,19,1749,3,327.00,108.33,218.67,0,In-Store
"1275000",2018-06-28,2018-06-28,,450600,19,791,1,29.90,13.75,16.15,0,In-Store
"1275000",2018-06-28,2018-06-28,,450600,19,1556,6,1680.00,772.56,907.44,0,In-Store
"1275001",2018-06-28,2018-07-02,2018-07-02,553241,0,1792,3,129.00,65.76,63.24,4,Online
"1275003",2018-06-28,2018-07-05,2018-07-05,2052994,0,1942,3,899.97,458.82,441.15,7,Online
"1275003",2018-06-28,2018-07-05,2018-07-05,2052994,0,82,2,81.10,37.30,43.80,7,Online
"1275004",2018-06-28,2018-06-28,,2043122,61,1733,6,136.74,69.72,67.02,0,In-Store
"1275005",2018-06-28,2018-06-28,,1911371,48,683,4,516.00,237.28,278.72,0,In-Store
"1275005",2018-06-28,2018-06-28,,1911371,48,482,3,537.00,246.96,290.04,0,In-Store
"1275005",2018-06-28,2018-06-28,,1911371,48,453,8,1839.20,937.68,901.52,0,In-Store
"1275005",2018-06-28,2018-06-28,,1911371,48,80,1,40.55,18.65,21.90,0,In-Store
"1275007",2018-06-28,2018-06-28,,1986804,54,1860,2,3199.80,1631.36,1568.44,0,In-Store
"1275007",2018-06-28,2018-06-28,,1986804,54,68,6,154.14,78.60,75.54,0,In-Store
"1275007",2018-06-28,2018-06-28,,1986804,54,1336,1,43.81,20.15,23.66,0,In-Store
"1275008",2018-06-28,2018-06-28,,1456036,63,1585,1,22.89,7.58,15.31,0,In-Store
"1275008",2018-06-28,2018-06-28,,1456036,63,94,2,134.80,68.72,66.08,0,In-Store
"1275009",2018-06-28,2018-07-03,2018-07-03,725383,0,451,4,2236.00,1028.24,1207.76,5,Online
"1275009",2018-06-28,2018-07-03,2018-07-03,725383,0,112,6,1499.94,496.98,1002.96,5,Online
"1275010",2018-06-28,2018-06-28,,1807649,47,84,2,199.98,91.96,108.02,0,In-Store
"1275010",2018-06-28,2018-06-28,,1807649,47,1605,1,289.99,96.08,193.91,0,In-Store
"1275010",2018-06-28,2018-06-28,,1807649,47,116,2,339.98,173.34,166.64,0,In-Store
"1275012",2018-06-28,2018-06-28,,198627,6,1655,1,289.99,96.08,193.91,0,In-Store
"1275013",2018-06-28,2018-06-28,,1361042,50,1995,3,1997.82,661.92,1335.90,0,In-Store
"1275014",2018-06-28,2018-06-28,,1851881,51,1677,6,29.94,15.24,14.70,0,In-Store
"1275014",2018-06-28,2018-06-28,,1851881,51,1773,3,129.00,65.76,63.24,0,In-Store
"1275014",2018-06-28,2018-06-28,,1851881,51,456,7,3913.00,1799.42,2113.58,0,In-Store
"1275015",2018-06-28,2018-06-30,2018-06-30,412760,0,46,4,599.80,305.80,294.00,2,Online
"1275016",2018-06-28,2018-06-28,,1926364,44,1502,2,478.00,219.82,258.18,0,In-Store
"1275016",2018-06-28,2018-06-28,,1926364,44,1781,5,215.00,109.60,105.40,0,In-Store
"1275017",2018-06-28,2018-06-28,,503444,24,452,3,659.85,336.42,323.43,0,In-Store
"1275018",2018-06-28,2018-06-28,,250884,9,510,2,358.00,164.64,193.36,0,In-Store
"1275019",2018-06-28,2018-06-28,,1976499,63,1847,1,2652.90,878.96,1773.94,0,In-Store
"1275019",2018-06-28,2018-06-28,,1976499,63,1662,2,13.98,7.12,6.86,0,In-Store
"1275019",2018-06-28,2018-06-28,,1976499,63,1274,3,156.39,79.74,76.65,0,In-Store
"1275019",2018-06-28,2018-06-28,,1976499,63,449,4,1396.00,641.96,754.04,0,In-Store
"1275019",2018-06-28,2018-06-28,,1976499,63,92,2,299.98,99.38,200.60,0,In-Store
"1275021",2018-06-28,2018-07-03,2018-07-03,534048,0,56,2,592.00,196.14,395.86,5,Online
"1275021",2018-06-28,2018-07-03,2018-07-03,534048,0,1652,1,179.99,82.77,97.22,5,Online
"1275022",2018-06-28,2018-06-28,,1637776,56,1468,1,189.00,86.91,102.09,0,In-Store
"1275023",2018-06-28,2018-07-04,2018-07-04,527421,0,136,3,1049.85,482.79,567.06,6,Online
"1275023",2018-06-28,2018-07-04,2018-07-04,527421,0,1598,2,115.76,53.24,62.52,6,Online
"1275023",2018-06-28,2018-07-04,2018-07-04,527421,0,1135,3,984.00,452.52,531.48,6,Online
"1275024",2018-06-28,2018-06-28,,1783443,65,427,2,938.00,431.36,506.64,0,In-Store
"1276000",2018-06-29,2018-07-04,2018-07-04,1491550,0,1419,4,1032.00,474.60,557.40,5,Online
"1276001",2018-06-29,2018-06-29,,275615,8,1126,3,996.00,458.04,537.96,0,In-Store
"1276001",2018-06-29,2018-06-29,,275615,8,182,6,714.00,328.32,385.68,0,In-Store
"1276002",2018-06-29,2018-06-29,,1490044,50,1725,6,336.00,171.30,164.70,0,In-Store
"1276002",2018-06-29,2018-06-29,,1490044,50,16,1,109.95,50.56,59.39,0,In-Store
"1276002",2018-06-29,2018-06-29,,1490044,50,1617,2,115.98,53.34,62.64,0,In-Store
"1276003",2018-06-29,2018-06-29,,438601,19,386,1,1299.00,430.38,868.62,0,In-Store
"1276004",2018-06-29,2018-06-29,,470470,24,74,2,75.90,34.90,41.00,0,In-Store
"1276004",2018-06-29,2018-06-29,,470470,24,419,9,3321.00,1693.17,1627.83,0,In-Store
"1276004",2018-06-29,2018-06-29,,470470,24,72,1,47.95,22.05,25.90,0,In-Store
"1276004",2018-06-29,2018-06-29,,470470,24,103,1,115.00,52.88,62.12,0,In-Store
"1276004",2018-06-29,2018-06-29,,470470,24,2154,2,890.00,409.28,480.72,0,In-Store
"1276005",2018-06-29,2018-06-29,,754542,30,1555,2,736.00,243.86,492.14,0,In-Store
"1276006",2018-06-29,2018-06-30,2018-06-30,389486,0,2,1,12.99,6.62,6.37,1,Online
"1276007",2018-06-29,2018-06-29,,1238645,54,1237,3,534.00,272.25,261.75,0,In-Store
"1276007",2018-06-29,2018-06-29,,1238645,54,416,1,969.00,321.05,647.95,0,In-Store
"1276007",2018-06-29,2018-06-29,,1238645,54,1524,5,1650.00,758.80,891.20,0,In-Store
"1276008",2018-06-29,2018-06-29,,1465462,59,424,3,809.85,412.89,396.96,0,In-Store
"1276008",2018-06-29,2018-06-29,,1465462,59,1589,2,19.98,10.18,9.80,0,In-Store
"1276010",2018-06-29,2018-06-29,,1406481,53,61,1,181.00,83.24,97.76,0,In-Store
"1276010",2018-06-29,2018-06-29,,1406481,53,1415,6,1800.00,827.76,972.24,0,In-Store
"1276010",2018-06-29,2018-06-29,,1406481,53,454,3,809.70,412.80,396.90,0,In-Store
"1276011",2018-06-29,2018-06-29,,1480378,54,426,1,499.90,254.86,245.04,0,In-Store
"1276011",2018-06-29,2018-06-29,,1480378,54,1447,7,2093.00,962.50,1130.50,0,In-Store
"1276012",2018-06-29,2018-07-04,2018-07-04,345242,0,534,1,139.00,70.87,68.13,5,Online
"1276012",2018-06-29,2018-07-04,2018-07-04,345242,0,1445,7,1876.00,862.68,1013.32,5,Online
"1276012",2018-06-29,2018-07-04,2018-07-04,345242,0,308,3,1500.00,689.79,810.21,5,Online
"1276013",2018-06-29,2018-07-04,2018-07-04,152342,0,438,2,1838.00,608.96,1229.04,5,Online
"1276013",2018-06-29,2018-07-04,2018-07-04,152342,0,1630,1,22.89,7.58,15.31,5,Online
"1276013",2018-06-29,2018-07-04,2018-07-04,152342,0,358,8,2608.00,1329.60,1278.40,5,Online
"1276013",2018-06-29,2018-07-04,2018-07-04,152342,0,40,7,2094.61,693.98,1400.63,5,Online
"1276014",2018-06-29,2018-06-29,,575184,19,1702,4,67.96,22.52,45.44,0,In-Store
"1276014",2018-06-29,2018-06-29,,575184,19,25,2,399.80,183.86,215.94,0,In-Store
"1276015",2018-06-29,2018-06-29,,595540,22,1448,7,1792.00,824.11,967.89,0,In-Store
"1276015",2018-06-29,2018-06-29,,595540,22,1580,6,1314.00,435.36,878.64,0,In-Store
"1277000",2018-06-30,2018-06-30,,1553965,61,1595,7,160.23,53.06,107.17,0,In-Store
"1277001",2018-06-30,2018-06-30,,308920,10,551,2,4590.00,1520.76,3069.24,0,In-Store
"1277001",2018-06-30,2018-06-30,,308920,10,459,3,809.70,412.80,396.90,0,In-Store
"1277002",2018-06-30,2018-06-30,,788145,30,24,2,399.80,183.86,215.94,0,In-Store
"1277004",2018-06-30,2018-07-07,2018-07-07,1097022,0,1531,1,389.00,128.88,260.12,7,Online
"1277006",2018-06-30,2018-06-30,,2098879,44,1650,2,579.98,192.16,387.82,0,In-Store
"1277006",2018-06-30,2018-06-30,,2098879,44,1637,6,107.94,49.62,58.32,0,In-Store
"1277006",2018-06-30,2018-06-30,,2098879,44,2375,1,109.99,56.08,53.91,0,In-Store
"1277007",2018-06-30,2018-06-30,,1604371,43,1312,1,205.00,94.27,110.73,0,In-Store
"1277007",2018-06-30,2018-06-30,,1604371,43,1766,3,162.00,74.49,87.51,0,In-Store
"1277008",2018-06-30,2018-06-30,,1918131,57,1127,2,656.00,301.68,354.32,0,In-Store
"1277009",2018-06-30,2018-07-06,2018-07-06,1040797,0,897,7,292.11,148.96,143.15,6,Online
"1277010",2018-06-30,2018-06-30,,62416,5,2027,6,1079.94,496.62,583.32,0,In-Store
"1277011",2018-06-30,2018-06-30,,1589934,64,1546,3,906.00,300.18,605.82,0,In-Store
"1277011",2018-06-30,2018-06-30,,1589934,64,1698,1,6.99,3.56,3.43,0,In-Store
"1277011",2018-06-30,2018-06-30,,1589934,64,1648,2,219.98,112.16,107.82,0,In-Store
"1277012",2018-06-30,2018-06-30,,785234,29,417,3,1797.00,826.38,970.62,0,In-Store
"1277012",2018-06-30,2018-06-30,,785234,29,474,2,98.00,49.96,48.04,0,In-Store
"1277012",2018-06-30,2018-06-30,,785234,29,1329,7,118.93,54.67,64.26,0,In-Store
"1277013",2018-06-30,2018-07-05,2018-07-05,1430321,0,1588,7,97.23,44.73,52.50,5,Online
"1277013",2018-06-30,2018-07-05,2018-07-05,1430321,0,1826,10,320.00,163.10,156.90,5,Online
"1277015",2018-06-30,2018-06-30,,1790540,48,1699,8,55.04,25.28,29.76,0,In-Store
"1277015",2018-06-30,2018-06-30,,1790540,48,442,1,269.90,137.60,132.30,0,In-Store
"1277016",2018-06-30,2018-07-02,2018-07-02,983539,0,1302,5,475.00,218.45,256.55,2,Online
"1277016",2018-06-30,2018-07-02,2018-07-02,983539,0,1651,6,959.94,441.42,518.52,2,Online
"1277016",2018-06-30,2018-07-02,2018-07-02,983539,0,1582,1,17.99,8.27,9.72,2,Online
"1277017",2018-06-30,2018-06-30,,1223111,49,58,2,312.00,159.06,152.94,0,In-Store
"1277019",2018-06-30,2018-06-30,,1601116,57,1628,1,13.89,6.39,7.50,0,In-Store
"1277019",2018-06-30,2018-06-30,,1601116,57,39,2,598.46,198.28,400.18,0,In-Store
"1277020",2018-06-30,2018-06-30,,743610,29,1788,2,86.00,43.84,42.16,0,In-Store
"1277020",2018-06-30,2018-06-30,,743610,29,1693,2,13.76,6.32,7.44,0,In-Store
"1277020",2018-06-30,2018-06-30,,743610,29,1609,4,1039.96,344.56,695.40,0,In-Store
"1277020",2018-06-30,2018-06-30,,743610,29,1640,1,22.89,7.58,15.31,0,In-Store
"1277020",2018-06-30,2018-06-30,,743610,29,574,7,763.00,388.99,374.01,0,In-Store
"1277021",2018-06-30,2018-07-05,2018-07-05,244193,0,2040,2,279.98,142.74,137.24,5,Online
"1277022",2018-06-30,2018-06-30,,837312,34,1352,1,22.99,10.57,12.42,0,In-Store
"1277022",2018-06-30,2018-06-30,,837312,34,508,6,1674.00,769.80,904.20,0,In-Store
"1277022",2018-06-30,2018-06-30,,837312,34,979,2,562.00,286.52,275.48,0,In-Store
"1277023",2018-06-30,2018-06-30,,832813,32,1769,1,34.00,15.64,18.36,0,In-Store
"1277023",2018-06-30,2018-06-30,,832813,32,1141,1,436.20,144.52,291.68,0,In-Store
"1277023",2018-06-30,2018-06-30,,832813,32,437,1,499.90,254.86,245.04,0,In-Store
"1277024",2018-06-30,2018-07-03,2018-07-03,1575801,0,354,1,382.95,195.24,187.71,3,Online
"1277024",2018-06-30,2018-07-03,2018-07-03,1575801,0,1248,1,49.99,25.49,24.50,3,Online
"1277024",2018-06-30,2018-07-03,2018-07-03,1575801,0,51,6,1199.70,551.70,648.00,3,Online
"1277024",2018-06-30,2018-07-03,2018-07-03,1575801,0,170,3,327.00,150.39,176.61,3,Online
"1277025",2018-06-30,2018-06-30,,972627,39,1484,7,1456.00,669.55,786.45,0,In-Store
"1277025",2018-06-30,2018-06-30,,972627,39,100,1,120.00,55.18,64.82,0,In-Store
"1277026",2018-06-30,2018-06-30,,638283,17,988,2,296.00,136.12,159.88,0,In-Store
"1277026",2018-06-30,2018-06-30,,638283,17,1259,2,79.98,40.78,39.20,0,In-Store
"1277026",2018-06-30,2018-06-30,,638283,17,1512,2,478.00,219.82,258.18,0,In-Store
"1277026",2018-06-30,2018-06-30,,638283,17,1585,2,45.78,15.16,30.62,0,In-Store
"1277026",2018-06-30,2018-06-30,,638283,17,293,7,3493.00,1606.29,1886.71,0,In-Store
"1277027",2018-06-30,2018-06-30,,531478,19,107,2,265.98,122.32,143.66,0,In-Store
"1277028",2018-06-30,2018-06-30,,1286816,53,1603,1,109.99,56.08,53.91,0,In-Store
"1277028",2018-06-30,2018-06-30,,1286816,53,1042,4,792.00,364.20,427.80,0,In-Store
"1277028",2018-06-30,2018-06-30,,1286816,53,1684,4,67.56,22.40,45.16,0,In-Store
"1277028",2018-06-30,2018-06-30,,1286816,53,2318,3,1907.97,632.16,1275.81,0,In-Store
"1277029",2018-06-30,2018-06-30,,1322927,49,2088,2,1016.00,517.98,498.02,0,In-Store
"1277029",2018-06-30,2018-06-30,,1322927,49,834,2,45.80,23.36,22.44,0,In-Store
"1277029",2018-06-30,2018-06-30,,1322927,49,1600,2,115.76,53.24,62.52,0,In-Store
"1277029",2018-06-30,2018-06-30,,1322927,49,1591,5,63.30,29.10,34.20,0,In-Store
"1278000",2018-07-01,2018-07-01,,900108,42,121,1,119.99,61.17,58.82,0,In-Store
"1278001",2018-07-01,2018-07-01,,1079159,40,345,3,2097.00,964.32,1132.68,0,In-Store
"1278001",2018-07-01,2018-07-01,,1079159,40,2509,3,12.18,6.21,5.97,0,In-Store
"1279000",2018-07-02,2018-07-02,,1422569,51,113,1,249.99,82.83,167.16,0,In-Store
"1279000",2018-07-02,2018-07-02,,1422569,51,445,1,559.00,257.06,301.94,0,In-Store
"1279000",2018-07-02,2018-07-02,,1422569,51,1742,2,56.00,28.56,27.44,0,In-Store
"1279001",2018-07-02,2018-07-02,,2059595,53,56,1,296.00,98.07,197.93,0,In-Store
"1279001",2018-07-02,2018-07-02,,2059595,53,433,1,969.00,321.05,647.95,0,In-Store
"1279002",2018-07-02,2018-07-02,,2011298,55,1606,4,639.96,294.28,345.68,0,In-Store
"1279002",2018-07-02,2018-07-02,,2011298,55,1852,1,2652.90,878.96,1773.94,0,In-Store
"1279003",2018-07-02,2018-07-02,,1777744,65,422,2,1938.00,642.10,1295.90,0,In-Store
"1279003",2018-07-02,2018-07-02,,1777744,65,2020,4,799.96,367.88,432.08,0,In-Store
"1279003",2018-07-02,2018-07-02,,1777744,65,905,2,151.98,77.48,74.50,0,In-Store
"1279003",2018-07-02,2018-07-02,,1777744,65,425,2,738.00,376.26,361.74,0,In-Store
"1279003",2018-07-02,2018-07-02,,1777744,65,1608,6,659.94,336.48,323.46,0,In-Store
"1279003",2018-07-02,2018-07-02,,1777744,65,2454,1,29.99,15.29,14.70,0,In-Store
"1279003",2018-07-02,2018-07-02,,1777744,65,1633,2,27.78,12.78,15.00,0,In-Store
"1279004",2018-07-02,2018-07-02,,223142,9,38,6,1795.38,594.84,1200.54,0,In-Store
"1279005",2018-07-02,2018-07-02,,1791044,48,119,5,599.95,305.85,294.10,0,In-Store
"1279005",2018-07-02,2018-07-02,,1791044,48,1582,3,53.97,24.81,29.16,0,In-Store
"1279005",2018-07-02,2018-07-02,,1791044,48,460,10,2999.00,1529.00,1470.00,0,In-Store
"1279006",2018-07-02,2018-07-02,,1897230,55,1597,3,173.64,79.86,93.78,0,In-Store
"1279006",2018-07-02,2018-07-02,,1897230,55,1701,1,4.98,2.54,2.44,0,In-Store
"1279006",2018-07-02,2018-07-02,,1897230,55,157,2,2199.98,1011.70,1188.28,0,In-Store
"1279007",2018-07-02,2018-07-02,,1790439,63,1733,5,113.95,58.10,55.85,0,In-Store
"1279008",2018-07-02,2018-07-02,,1831168,54,450,1,919.00,304.48,614.52,0,In-Store
"1279008",2018-07-02,2018-07-02,,1831168,54,1844,2,3636.00,1672.06,1963.94,0,In-Store
"1279008",2018-07-02,2018-07-02,,1831168,54,422,3,2907.00,963.15,1943.85,0,In-Store
"1279008",2018-07-02,2018-07-02,,1831168,54,1294,2,1190.00,394.28,795.72,0,In-Store
"1279008",2018-07-02,2018-07-02,,1831168,54,1441,2,400.00,183.94,216.06,0,In-Store
"1279008",2018-07-02,2018-07-02,,1831168,54,448,1,269.90,137.60,132.30,0,In-Store
"1279009",2018-07-02,2018-07-08,2018-07-08,1134255,0,1607,3,539.97,248.31,291.66,6,Online
"1279009",2018-07-02,2018-07-08,2018-07-08,1134255,0,1581,1,219.00,72.56,146.44,6,Online
"1279009",2018-07-02,2018-07-08,2018-07-08,1134255,0,60,1,156.00,79.53,76.47,6,Online
"1279010",2018-07-02,2018-07-02,,926246,41,1870,7,11193.00,5706.54,5486.46,0,In-Store
"1279011",2018-07-02,2018-07-02,,1425175,48,2001,3,1997.82,661.92,1335.90,0,In-Store
"1279011",2018-07-02,2018-07-02,,1425175,48,1457,1,189.00,86.91,102.09,0,In-Store
"1279012",2018-07-02,2018-07-02,,1502818,61,296,7,1813.00,924.35,888.65,0,In-Store
"1279012",2018-07-02,2018-07-02,,1502818,61,448,5,1349.50,688.00,661.50,0,In-Store
"1279012",2018-07-02,2018-07-02,,1502818,61,445,2,1118.00,514.12,603.88,0,In-Store
"1280000",2018-07-03,2018-07-07,2018-07-07,1378935,0,1578,3,657.00,217.68,439.32,4,Online
"1280000",2018-07-03,2018-07-07,2018-07-07,1378935,0,2504,4,39.96,20.36,19.60,4,Online
"1280000",2018-07-03,2018-07-07,2018-07-07,1378935,0,445,3,1677.00,771.18,905.82,4,Online
"1280001",2018-07-03,2018-07-03,,1755781,63,433,8,7752.00,2568.40,5183.60,0,In-Store
"1280001",2018-07-03,2018-07-03,,1755781,63,2062,3,599.97,275.91,324.06,0,In-Store
"1280002",2018-07-03,2018-07-08,2018-07-08,1879578,0,2502,2,19.98,10.18,9.80,5,Online
"1280002",2018-07-03,2018-07-08,2018-07-08,1879578,0,58,1,156.00,79.53,76.47,5,Online
"1280002",2018-07-03,2018-07-08,2018-07-08,1879578,0,1936,2,599.98,305.88,294.10,5,Online
"1280003",2018-07-03,2018-07-03,,2029798,57,987,3,600.00,198.78,401.22,0,In-Store
"1280003",2018-07-03,2018-07-03,,2029798,57,1589,1,9.99,5.09,4.90,0,In-Store
"1280004",2018-07-03,2018-07-03,,1436054,44,264,4,1920.00,978.88,941.12,0,In-Store
"1280004",2018-07-03,2018-07-03,,1436054,44,1670,3,26.97,12.39,14.58,0,In-Store
"1280004",2018-07-03,2018-07-03,,1436054,44,1587,4,71.96,33.08,38.88,0,In-Store
"1280006",2018-07-03,2018-07-03,,1730391,64,1220,5,2260.00,1152.20,1107.80,0,In-Store
"1280006",2018-07-03,2018-07-03,,1730391,64,2495,1,9.99,5.09,4.90,0,In-Store
"1280006",2018-07-03,2018-07-03,,1730391,64,1476,1,288.00,132.44,155.56,0,In-Store
"1280008",2018-07-03,2018-07-09,2018-07-09,1998481,0,1660,3,869.97,288.24,581.73,6,Online
"1280008",2018-07-03,2018-07-09,2018-07-09,1998481,0,1606,6,959.94,441.42,518.52,6,Online
"1280008",2018-07-03,2018-07-09,2018-07-09,1998481,0,777,8,111.20,56.72,54.48,6,Online
"1280008",2018-07-03,2018-07-09,2018-07-09,1998481,0,1599,7,405.16,186.34,218.82,6,Online
"1280009",2018-07-03,2018-07-05,2018-07-05,1833543,0,1579,1,219.00,72.56,146.44,2,Online
"1280009",2018-07-03,2018-07-05,2018-07-05,1833543,0,1031,1,165.00,75.88,89.12,2,Online
"1280010",2018-07-03,2018-07-03,,1095308,38,2509,7,28.42,14.49,13.93,0,In-Store
"1280010",2018-07-03,2018-07-03,,1095308,38,473,2,118.00,60.16,57.84,0,In-Store
"1280010",2018-07-03,2018-07-03,,1095308,38,82,1,40.55,18.65,21.90,0,In-Store
"1280011",2018-07-03,2018-07-07,2018-07-07,1510449,0,2110,3,4425.00,1466.10,2958.90,4,Online
"1280013",2018-07-03,2018-07-05,2018-07-05,709822,0,1451,1,268.00,123.24,144.76,2,Online
"1280013",2018-07-03,2018-07-05,2018-07-05,709822,0,49,2,399.90,183.90,216.00,2,Online
"1280013",2018-07-03,2018-07-05,2018-07-05,709822,0,899,4,176.00,89.72,86.28,2,Online
"1280013",2018-07-03,2018-07-05,2018-07-05,709822,0,472,4,276.00,140.72,135.28,2,Online
"1280014",2018-07-03,2018-07-03,,1470025,62,1745,3,327.00,108.33,218.67,0,In-Store
"1280014",2018-07-03,2018-07-03,,1470025,62,61,7,1267.00,582.68,684.32,0,In-Store
"1280015",2018-07-03,2018-07-05,2018-07-05,1242885,0,1658,8,879.92,448.64,431.28,2,Online
"1280015",2018-07-03,2018-07-05,2018-07-05,1242885,0,41,5,1160.00,533.45,626.55,2,Online
"1280016",2018-07-03,2018-07-03,,567076,24,1339,5,179.95,82.75,97.20,0,In-Store
"1280016",2018-07-03,2018-07-03,,567076,24,1445,1,268.00,123.24,144.76,0,In-Store
"1280016",2018-07-03,2018-07-03,,567076,24,1418,1,293.00,134.74,158.26,0,In-Store
"1280016",2018-07-03,2018-07-03,,567076,24,2503,5,49.95,25.45,24.50,0,In-Store
"1281001",2018-07-04,2018-07-04,,340307,9,1725,1,56.00,28.55,27.45,0,In-Store
"1281001",2018-07-04,2018-07-04,,340307,9,112,1,249.99,82.83,167.16,0,In-Store
"1281001",2018-07-04,2018-07-04,,340307,9,1790,7,301.00,153.44,147.56,0,In-Store
"1281002",2018-07-04,2018-07-04,,1850415,61,1307,4,272.00,125.08,146.92,0,In-Store
"1281003",2018-07-04,2018-07-04,,9184,5,1688,4,35.52,16.32,19.20,0,In-Store
"1281003",2018-07-04,2018-07-04,,9184,5,1903,8,25599.92,8481.76,17118.16,0,In-Store
"1281003",2018-07-04,2018-07-04,,9184,5,57,1,156.00,79.53,76.47,0,In-Store
"1281004",2018-07-04,2018-07-04,,1971969,56,1464,2,516.00,237.30,278.70,0,In-Store
"1281005",2018-07-04,2018-07-04,,305321,10,1362,2,33.98,15.62,18.36,0,In-Store
"1281005",2018-07-04,2018-07-04,,305321,10,1616,3,170.97,78.63,92.34,0,In-Store
"1281006",2018-07-04,2018-07-04,,1227087,54,421,7,3283.00,1509.76,1773.24,0,In-Store
"1281006",2018-07-04,2018-07-04,,1227087,54,1650,4,1159.96,384.32,775.64,0,In-Store
"1281006",2018-07-04,2018-07-04,,1227087,54,341,1,967.00,444.69,522.31,0,In-Store
"1281007",2018-07-04,2018-07-04,,1069496,36,2244,10,799.50,407.60,391.90,0,In-Store
"1281007",2018-07-04,2018-07-04,,1069496,36,1760,1,94.80,43.60,51.20,0,In-Store
"1281007",2018-07-04,2018-07-04,,1069496,36,1520,4,1120.00,515.04,604.96,0,In-Store
"1281008",2018-07-04,2018-07-04,,1699480,51,1598,3,173.64,79.86,93.78,0,In-Store
"1281008",2018-07-04,2018-07-04,,1699480,51,1772,2,68.00,34.66,33.34,0,In-Store
"1281008",2018-07-04,2018-07-04,,1699480,51,1653,1,109.99,56.08,53.91,0,In-Store
